name,FC,log2FC,pval,p_adjust
mtaD,1.296308194,0.374408756,0.278365358,0.543044878
mttB2,1.00710967,0.010220796,0.318384605,0.543044878
mug,1.015465944,0.022141856,0.318384676,0.543044878
mukF,4.736559792,2.243839597,0.286486365,0.543044878
murA,0.49385664,-1.017835787,0.305892621,0.543044878
mutL,0.605986081,-0.722643437,0.317098735,0.543044878
mutM1,1.068739909,0.095910798,0.318384723,0.543044878
mvaA,1.212016001,0.277408746,0.315803852,0.543044878
mvaK,1.010920918,0.015670143,0.318384648,0.543044878
mvaV,1.011442763,0.016414681,0.318384655,0.543044878
mycP4,0.572487851,-0.804683017,0.299152474,0.543044878
nadA,0.808227476,-0.307166697,0.316426775,0.543044878
nadE,0.338823947,-1.561392253,0.26481578,0.543044878
nagD,1.005570052,0.008013588,0.318384562,0.543044878
narX,0.096469009,-3.373790643,0.285642844,0.543044878
neuA,1.003871672,0.005574856,0.318384486,0.543044878
ngr,1.021603116,0.03083483,0.318384693,0.543044878
nlpD_2,1.014602885,0.020915167,0.318384672,0.543044878
nodB,1.037986167,0.053787217,0.318384712,0.543044878
noxC,1.004562605,0.006567477,0.318384524,0.543044878
npd,1.012700615,0.018207733,0.318384663,0.543044878
nplT,1.007320516,0.010522802,0.318384609,0.543044878
nrdD_1,1.022283904,0.031795911,0.318384695,0.543044878
nrdE,0.457518433,-1.128098224,0.298367719,0.543044878
nrfE,1.003037932,0.004376165,0.318384417,0.543044878
ntpB,1.005450622,0.007842233,0.318384558,0.543044878
nuoEF,1.010342314,0.014844175,0.318384646,0.543044878
nupC,1.01267753,0.018174846,0.318384661,0.543044878
ohr,0.74794472,-0.418996449,0.298823413,0.543044878
ohrB,1.030099986,0.042784379,0.318384705,0.543044878
ompP1,2.086763363,1.06126701,0.295952564,0.543044878
ompR,1.442106847,0.528178059,0.307062568,0.543044878
ompT,1.033136039,0.047030234,0.318384708,0.543044878
ompW,1.03638639,0.051561975,0.318384711,0.543044878
opuCB,1.010090094,0.014483978,0.31838464,0.543044878
osmC,1.02904525,0.041306422,0.318384704,0.543044878
oxaA,1.014602885,0.020915167,0.318384672,0.543044878
paaR,1.008332686,0.011971715,0.31838462,0.543044878
paiB,1.009890524,0.014198908,0.318384642,0.543044878
papQ,1.006612129,0.009507887,0.318384595,0.543044878
patB,0.854257447,-0.227257175,0.278296371,0.543044878
pcaC,1.010715448,0.015376885,0.318384649,0.543044878
pdtaR,1.004437564,0.006387889,0.31838452,0.543044878
pduC,1.005570052,0.008013588,0.318384562,0.543044878
peb4,1.021521151,0.030719076,0.318384693,0.543044878
perR,1.005450622,0.007842233,0.318384558,0.543044878
pgk,-0.059653721,NA,0.314953111,0.543044878
pglC,1.009420718,0.013527603,0.318384637,0.543044878
pgsA1,1.011308678,0.016223413,0.318384654,0.543044878
phaE,1.011434971,0.016403567,0.318384655,0.543044878
phbC2,1.013109659,0.018790341,0.318384665,0.543044878
pheA,-0.273066206,NA,0.277472213,0.543044878
phnE,1.008662577,0.012443637,0.318384628,0.543044878
phoB,0.714632685,-0.484726194,0.297460665,0.543044878
phoH2,1.050791921,0.071477014,0.276377656,0.543044878
phoU,0.694271454,-0.526428242,0.295104993,0.543044878
pilS,0.570926308,-0.808623553,0.266163253,0.543044878
plpB,1.009943773,0.014274976,0.318384639,0.543044878
pmp12,1.004437564,0.006387889,0.31838452,0.543044878
pmrIb,1.013564625,0.019438078,0.318384667,0.543044878
pncA,0.336588975,-1.570940171,0.275902858,0.543044878
potA3,1.045254102,0.063853705,0.273979092,0.543044878
ppiD,1.295129378,0.373096225,0.315448762,0.543044878
priA,2.003814057,1.002748641,0.267903772,0.543044878
proP_1,1.005901785,0.008489449,0.318384573,0.543044878
prpE,1.039891821,0.056433454,0.318384713,0.543044878
prr,1.008332686,0.011971715,0.31838462,0.543044878
prrC,1.028721241,0.040852099,0.318384704,0.543044878
psiE,1.007827676,0.01124898,0.318384617,0.543044878
pstB1,1.039369239,0.055708267,0.318384713,0.543044878
pstS,0.38505906,-1.376848354,0.30616701,0.543044878
psuK,1.038009975,0.053820308,0.318384712,0.543044878
ptcB,1.008595775,0.012348087,0.318384624,0.543044878
ptsP,-15.94465272,NA,0.27943718,0.543044878
puhA,14.8812449,3.895423316,0.29042134,0.543044878
qcrC,1.003235885,0.004660858,0.318384437,0.543044878
qmcA,1.03638639,0.051561975,0.318384711,0.543044878
ras1,1.060964645,0.085376581,0.318384721,0.543044878
ravA,1.012668686,0.018162245,0.318384663,0.543044878
rbr3A,1.00849522,0.012204246,0.318384622,0.543044878
recD2,-0.15463169,NA,0.269503674,0.543044878
recQ2,1.135256581,0.1830184,0.266103749,0.543044878
repB,1.027418134,0.039023442,0.318384702,0.543044878
rfbF,1.014562278,0.020857426,0.318384672,0.543044878
rhaM,1.007634928,0.010973037,0.318384609,0.543044878
rhlB,4.623701486,2.209048258,0.28485944,0.543044878
rhlE_2,1.022087223,0.031518318,0.318384694,0.543044878
rhmT,1.009833176,0.01411698,0.318384641,0.543044878
rimI,1.303536204,0.382430652,0.29301326,0.543044878
rimJ,1.010555884,0.015149105,0.318384648,0.543044878
rlmJ,-2.878893387,NA,0.267152748,0.543044878
rnhA,1.250550877,0.322563753,0.30849411,0.543044878
rpb3,1.00232516,0.003350603,0.318384319,0.543044878
rplM,0.421625094,-1.245967359,0.2927103,0.543044878
rpmE,0.569960641,-0.811065798,0.290429552,0.543044878
rpmJ,1.056482643,0.079269065,0.31838472,0.543044878
rps27,1.015446548,0.0221143,0.318384676,0.543044878
rpsL,14.25670635,3.833568817,0.269790502,0.543044878
rpsQ,1.005264605,0.007575296,0.318384559,0.543044878
rsmJ,1.036753008,0.052072232,0.318384711,0.543044878
rsxE,1.006323206,0.009093738,0.318384584,0.543044878
rtpR,1.005957107,0.008568791,0.318384579,0.543044878
rusA,1.022979309,0.032776965,0.318384696,0.543044878
saeR,1.0769136,0.106902509,0.272900613,0.543044878
sasH,1.008711993,0.012514316,0.318384625,0.543044878
scoA,1.055357324,0.077731551,0.265574852,0.543044878
scrK,1.221699899,0.288889942,0.280928749,0.543044878
secA2,2.56126674,1.356857508,0.277736241,0.543044878
secY,0.510451637,-0.970153815,0.317281422,0.543044878
serB1,1.029805591,0.042372008,0.318384705,0.543044878
shiA,1.011434971,0.016403567,0.318384655,0.543044878
siaP,1.014905798,0.021345825,0.318384672,0.543044878
sotB,1.151683559,0.203744371,0.298095766,0.543044878
soxA2,1.009853009,0.014145314,0.318384641,0.543044878
soxB,0.767922528,-0.380967324,0.286036456,0.543044878
spoVB1,1.012165168,0.017444732,0.31838466,0.543044878
srlD,1.007446063,0.010702602,0.318384611,0.543044878
srlM,1.005167968,0.007436602,0.318384549,0.543044878
srrA_2,1.05205509,0.073210252,0.290891745,0.543044878
ssiE,1.022768773,0.032480018,0.318384695,0.543044878
ssuA1,1.026508749,0.037745923,0.318384701,0.543044878
ssuD,1.02791468,0.039720522,0.318384703,0.543044878
stp,0.767014601,-0.382674054,0.280937067,0.543044878
sun,-0.211836201,NA,0.313520685,0.543044878
tcsS3,1.003235885,0.004660858,0.318384437,0.543044878
tctC4,1.04523695,0.063830032,0.318384716,0.543044878
tcyJ,1.019326379,0.027616063,0.318384688,0.543044878
tesB,1.29846468,0.376806771,0.314048144,0.543044878
thiO,2.202034347,1.138836972,0.298583829,0.543044878
thiW,1.020493691,0.029267263,0.318384691,0.543044878
tlcC,1.054087405,0.0759945,0.318384719,0.543044878
tlpB,1.005450622,0.007842233,0.318384558,0.543044878
topA2,1.047173848,0.066500973,0.318384717,0.543044878
toxB,1.030037807,0.042697292,0.318384705,0.543044878
tpd,1.04002187,0.056613866,0.318384713,0.543044878
traP,1.005960409,0.008573528,0.318384574,0.543044878
treS,1.316516152,0.396725221,0.310381011,0.543044878
trpR,1.015874401,0.022722044,0.318384678,0.543044878
trxB_2,1.005960409,0.008573528,0.318384574,0.543044878
ugpB,1.007585092,0.010901682,0.318384613,0.543044878
ureA,1.007573773,0.010885474,0.318384608,0.543044878
usg,1.007605596,0.010931039,0.318384613,0.543044878
uspA1,1.005570052,0.008013588,0.318384562,0.543044878
uvrY,0.443299112,-1.173647621,0.287545309,0.543044878
wbbK,1.005450622,0.007842233,0.318384558,0.543044878
wssF,1.017708441,0.025324309,0.318384684,0.543044878
wxcO,-13.5972055,NA,0.315081224,0.543044878
xylC,1.024060341,0.034300727,0.318384698,0.543044878
xylX,1.118401213,0.16143783,0.2706532,0.543044878
yaaH,1.020468376,0.029231474,0.318384691,0.543044878
yadE,1.019841435,0.028344859,0.318384688,0.543044878
yaeB,1.017642535,0.025230878,0.318384683,0.543044878
ybbR,1.004186708,0.006027534,0.318384505,0.543044878
ybeC,1.047300092,0.066674889,0.318384717,0.543044878
ybiJ,1.015331716,0.021951143,0.318384675,0.543044878
ybjL,1.008132601,0.011685411,0.318384621,0.543044878
ycaP,1.013045466,0.018698925,0.318384665,0.543044878
ycfH,1.008709846,0.012511244,0.318384626,0.543044878
ychJ,1.027710471,0.039433882,0.318384703,0.543044878
ydaF_2,0.721472131,-0.470984428,0.272412327,0.543044878
ydaL,1.019098624,0.027293675,0.318384688,0.543044878
ydcK,0.640559646,-0.642595182,0.317192786,0.543044878
ydcR,1.005960409,0.008573528,0.318384574,0.543044878
yeaD,1.011233623,0.016116339,0.318384651,0.543044878
yeaE,1.046486481,0.065553674,0.318384716,0.543044878
yeaP,1.013720501,0.019659933,0.318384668,0.543044878
yebV,1.021521151,0.030719076,0.318384693,0.543044878
yedE,0.085978243,-3.539884565,0.274621688,0.543044878
yedK,1.007258086,0.010433387,0.318384603,0.543044878
yehE,1.017121266,0.024491694,0.318384682,0.543044878
yehU,0.698525454,-0.517615407,0.294069263,0.543044878
yeiE,1.027031988,0.038481117,0.318384702,0.543044878
yerD,1.00523075,0.007526708,0.318384557,0.543044878
yfcH,0.652767771,-0.615358267,0.272571415,0.543044878
yfgQ,1.009261836,0.013300505,0.318384632,0.543044878
yfiB,1.008797447,0.01263653,0.31838463,0.543044878
yfiE,1.010538593,0.01512442,0.318384644,0.543044878
yfiN,1.022283904,0.031795911,0.318384695,0.543044878
ygaP,1.004614946,0.006642644,0.318384534,0.543044878
ygaV,1.005901785,0.008489449,0.318384573,0.543044878
ygfZ,1.203733889,0.267516489,0.277141425,0.543044878
yggN,1.045879294,0.064716358,0.318384716,0.543044878
yghZ,1.008797447,0.01263653,0.31838463,0.543044878
yhaM,1.221250543,0.288359204,0.269743443,0.543044878
yhaQ,0.859059741,-0.219169631,0.294870104,0.543044878
yhcB,1.018264682,0.026112617,0.318384685,0.543044878
yhcS,0.437781082,-1.191718484,0.268297049,0.543044878
yheO,0.462760236,-1.111663191,0.311808212,0.543044878
yheS_2,1.023154531,0.033024058,0.318384696,0.543044878
yhgN,1.023487187,0.033493042,0.318384697,0.543044878
yibD,1.031745568,0.045087241,0.318384707,0.543044878
yibF,1.035896107,0.050879318,0.31838471,0.543044878
yibN,1.03444645,0.048858963,0.318384709,0.543044878
yjeP,-10.25770987,NA,0.26673326,0.543044878
yjgM,1.012123175,0.017384876,0.318384659,0.543044878
yjhE,1.010852446,0.015572423,0.31838465,0.543044878
yjhX,1.050914037,0.071644665,0.318384718,0.543044878
ykkB,1.015145986,0.021687213,0.318384675,0.543044878
ykoC,1.012123175,0.017384876,0.318384659,0.543044878
yleF,0.739711093,-0.434966184,0.273961221,0.543044878
ylxM,1.012123175,0.017384876,0.318384659,0.543044878
ynbA,1.014181688,0.020316131,0.31838467,0.543044878
yneB,1.036797978,0.05213481,0.318384711,0.543044878
yneT,1.006503766,0.009352571,0.318384587,0.543044878
ynjD,1.007885665,0.011331988,0.318384618,0.543044878
yoaD,0.064064892,-3.964322221,0.270071075,0.543044878
yohK_2,1.005691114,0.008187266,0.318384566,0.543044878
yohM,1.005813929,0.008363437,0.318384575,0.543044878
ypcB,1.087149013,0.120549701,0.307753237,0.543044878
ypdP,1.009707113,0.01393687,0.31838464,0.543044878
ypfH,1.040320991,0.05702874,0.318384713,0.543044878
yqhH,1.007276046,0.010459111,0.318384603,0.543044878
yqjE,1.018216244,0.026043987,0.318384685,0.543044878
yqjZ,1.026508749,0.037745923,0.318384701,0.543044878
yrbA,1.032371203,0.045961805,0.318384708,0.543044878
ysnB,0.510359102,-0.970415373,0.26969408,0.543044878
ytjA,0.181948727,-2.45839614,0.312241505,0.543044878
ytxG,1.022087223,0.031518318,0.318384694,0.543044878
yusI,1.006643934,0.009553469,0.31838459,0.543044878
yvlB,1.004016084,0.005782381,0.318384495,0.543044878
ywfI,0.653578996,-0.613566474,0.275343115,0.543044878
yxaF,1.030000717,0.042645341,0.318384705,0.543044878
yyaK,1.010920918,0.015670143,0.318384648,0.543044878
ziaR,1.05205509,0.073210252,0.290891745,0.543044878
zur,1.01434819,0.020552963,0.318384669,0.543044878
dacC,1.091032296,0.125693808,0.320231179,0.545675902
divIC,0.256827106,-1.961130618,0.320220093,0.545675902
yhfA,1.116966133,0.159585443,0.320250549,0.545675902
mnmA,0.80275738,-0.316964072,0.320676345,0.546217629
ADE6,0.880952771,-0.182863418,0.331332767,0.546932579
ALT1,0.944975069,-0.081651827,0.331332775,0.546932579
AOS1,0.884996417,-0.176256481,0.331332767,0.546932579
36982,0.827246609,-0.273610622,0.331332766,0.546932579
ASN1,0.920430305,-0.11961961,0.33133277,0.546932579
CDC7,0.788147845,-0.343461811,0.331332765,0.546932579
CFT1,0.898360219,-0.154634051,0.331332768,0.546932579
CUP5,0.822668374,-0.281617113,0.331332765,0.546932579
DYN1,0.769780494,-0.377480981,0.331332765,0.546932579
EPT1,0.877078514,-0.1892221,0.331332767,0.546932579
GPI11,0.88922893,-0.169373209,0.331332767,0.546932579
GUS1,0.908612535,-0.138262887,0.331332769,0.546932579
INO80,0.86977529,-0.201285372,0.331332767,0.546932579
MET10,0.86632058,-0.207027104,0.331332767,0.546932579
OGG1,0.764167699,-0.388038818,0.328180934,0.546932579
PDR6,0.880952771,-0.182863418,0.331332767,0.546932579
PEX13,0.80602732,-0.311099355,0.331332765,0.546932579
POR1,0.842259208,-0.2476638,0.331332766,0.546932579
PRP39,0.837019869,-0.256666225,0.331332766,0.546932579
RPS9B,0.86298289,-0.212596139,0.331332766,0.546932579
RSE1,0.630108299,-0.666328284,0.322839343,0.546932579
SAC3,0.920430305,-0.11961961,0.33133277,0.546932579
SCL1,0.844978763,-0.243013013,0.331332766,0.546932579
SIN4,0.829609085,-0.269496401,0.331332766,0.546932579
SPT10,0.88922893,-0.169373209,0.331332767,0.546932579
TPO3,0.8182715,-0.28934849,0.331332765,0.546932579
UFD2,0.452932039,-1.142633499,0.325021542,0.546932579
VPA0102,0.892419981,-0.164205279,0.331332768,0.546932579
YOP1,0.795099592,-0.330792514,0.331332767,0.546932579
YOS9,0.944975069,-0.081651827,0.331332775,0.546932579
Z012_03345,-3.583192323,NA,0.32843772,0.546932579
aniA,0.034359524,-4.863146119,0.326492537,0.546932579
asd1,0.864419992,-0.210195655,0.328379464,0.546932579
baeS,1.241274887,0.311822643,0.327421682,0.546932579
btgC,0.839607483,-0.25221307,0.331332766,0.546932579
can,0.753297255,-0.408708822,0.331332766,0.546932579
casC,0.944975069,-0.081651827,0.331332775,0.546932579
ccdA2,0.944975069,-0.081651827,0.331332775,0.546932579
ccmI,0.843955745,-0.244760746,0.331332766,0.546932579
cob,0.86298289,-0.212596139,0.331332766,0.546932579
cox2,0.538061013,-0.89415832,0.331332764,0.546932579
def,0.219921574,-2.184938956,0.323217447,0.546932579
degP,0.391608254,-1.352516922,0.324909654,0.546932579
dgoR,0.853587463,-0.228389107,0.331332766,0.546932579
dipZ,0.532776596,-0.908397386,0.331332764,0.546932579
dnaC,0.503017252,-0.991320214,0.327368496,0.546932579
epmB,1.551709052,0.633858075,0.326207168,0.546932579
essB,1.064276572,0.08987311,0.325737454,0.546932579
exo2,0.86977529,-0.201285372,0.331332767,0.546932579
feuS,0.944975069,-0.081651827,0.331332775,0.546932579
g2p,0.86179368,-0.214585577,0.33133277,0.546932579
glcD,0.86179368,-0.214585577,0.33133277,0.546932579
glpQ4,0.437182125,-1.19369368,0.327283177,0.546932579
gntX,0.8700731,-0.20079148,0.331332767,0.546932579
gpsA,4.573353662,2.193252489,0.329248622,0.546932579
hisB,0.944975069,-0.081651827,0.331332775,0.546932579
icd2,0.950392551,-0.073404566,0.331332774,0.546932579
ideR,0.602886875,-0.730040773,0.32516506,0.546932579
isdC,0.944975069,-0.081651827,0.331332775,0.546932579
lipS1,0.944975069,-0.081651827,0.331332775,0.546932579
lysS,0.423878071,-1.238278764,0.326939096,0.546932579
mdtO,0.725657035,-0.462640242,0.321345172,0.546932579
menH,0.944975069,-0.081651827,0.331332775,0.546932579
mgtA,0.400741468,-1.319256289,0.329562835,0.546932579
mgtB,1.176966591,0.235073369,0.327091496,0.546932579
mphP,0.944975069,-0.081651827,0.331332775,0.546932579
msp1,0.832023658,-0.265303543,0.331332766,0.546932579
nadC,0.565422405,-0.822599044,0.326447244,0.546932579
nanA,0.647800426,-0.626378678,0.322402246,0.546932579
nrnA,1.08243207,0.114276489,0.325716076,0.546932579
nuoD,3.878184212,1.955381332,0.331409509,0.546932579
pemK,0.792738028,-0.335083909,0.331393382,0.546932579
pgdA,1.093953842,0.129551866,0.331464472,0.546932579
ptsG_2,0.892419981,-0.164205279,0.331332768,0.546932579
ptsI,-10.37856099,NA,0.321475832,0.546932579
soxA,0.678599581,-0.559367556,0.331332765,0.546932579
ssaA,0.738538847,-0.437254286,0.331332766,0.546932579
tagX,0.941161507,-0.087485779,0.331332772,0.546932579
ubx2,0.654360973,-0.611841389,0.331332765,0.546932579
ulaC_3,0.709875208,-0.494362665,0.331332766,0.546932579
uspA,0.634924275,-0.655343556,0.328440576,0.546932579
wrbA,0.857987063,-0.2209722,0.331332766,0.546932579
yaaQ,0.795403847,-0.330240555,0.325150027,0.546932579
yacG,0.692650218,-0.529801106,0.331332765,0.546932579
ybfQ,0.46815889,-1.094929841,0.322430157,0.546932579
ybjS,0.810085095,-0.303854633,0.331332767,0.546932579
ydhR,0.834492965,-0.261028208,0.331332766,0.546932579
ygcU,0.91515467,-0.127912501,0.331332769,0.546932579
ygfK,1.191892355,0.253253945,0.331390654,0.546932579
yidR,0.521262595,-0.939917757,0.328584644,0.546932579
yifE,1.921119808,0.941947493,0.330952888,0.546932579
ylaB,0.725329392,-0.463291783,0.331332766,0.546932579
ynfG,0.944975069,-0.081651827,0.331332775,0.546932579
yoaZ,0.852170189,-0.230786511,0.327939105,0.546932579
ysdA,0.944975069,-0.081651827,0.331332775,0.546932579
yycB,0.702392431,-0.509650797,0.323686594,0.546932579
pbuG,1.076783678,0.106728447,0.331904476,0.547480216
spoVK,0.688950139,-0.537528519,0.332490625,0.548268487
MON2,0.605418856,-0.723994486,0.332745928,0.548510866
ackA,0.311106819,-1.68451808,0.333188259,0.548882675
infA,0.282939312,-1.821435452,0.333164432,0.548882675
cdc27,0.812891264,-0.29886571,0.333730429,0.549597039
hexR,0.612337078,-0.707602052,0.333968896,0.549810952
nfrA,0.514512818,-0.958721077,0.334244753,0.550086262
narI,0.59529299,-0.748328188,0.334470877,0.550279572
nrfD,0.53453863,-0.903633882,0.334671111,0.550349728
nucI,0.356327332,-1.488724944,0.334752713,0.550349728
ycjM,1.073442181,0.102244486,0.334839556,0.550349728
yqeH,1.387326501,0.472307359,0.335469855,0.551206797
cyoE,0.601151141,-0.734200338,0.335710322,0.551422987
cbl,1.168648586,0.224841175,0.336792904,0.553021811
ctpE,1.367570277,0.451614972,0.337554917,0.554093387
amy,0.658466242,-0.602818617,0.337866401,0.554245369
stp_2,0.676833098,-0.563127975,0.337859084,0.554245369
ptsH,1.057640006,0.080848654,0.338075423,0.554408661
Z012_07830,2.769519783,1.469635844,0.338220699,0.554467343
xenA,-0.072102979,NA,0.338807595,0.555249729
ciaR,0.448819799,-1.155791775,0.339240965,0.555600339
yjjK,0.811663655,-0.301046081,0.339134835,0.555600339
panF,0.678863324,-0.55880695,0.339761313,0.556272644
Z012_10220,-0.907276561,NA,0.340268452,0.556922896
yugT,0.482953899,-1.050042614,0.341004253,0.557946861
fkpB,-0.160193619,NA,0.342061799,0.55949643
aapM,0.813713377,-0.297407388,0.343046705,0.560926224
MTR10,0.106007417,-3.237762881,0.343162268,0.560934062
RPL4B,0.822047777,-0.282705849,0.343497893,0.561301494
